timestamp,label_values_0_label,label_values_1_label,label_values_2_label,label_values_2_value,label_values_3_label,label_values_3_value,label_values_4_label,label_values_4_value,label_values_5_label,label_values_5_value,label_values_6_label,label_values_6_value,label_values_7_label,label_values_7_value,label_values_8_label,label_values_8_value,label_values_9_label,label_values_10_label,label_values_10_value,label_values_11_label,label_values_11_value,label_values_12_label,label_values_12_value,label_values_13_label,label_values_13_timestamp_value,fbid,unique_id,timestamp_year,timestamp_month,timestamp_day,timestamp_weekday,timestamp_hour,label_values_13_timestamp_value_year,label_values_13_timestamp_value_month,label_values_13_timestamp_value_day,label_values_13_timestamp_value_weekday,label_values_13_timestamp_value_hour
1970-01-01 00:00:01.724814169+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724819947+00:00,17968025654785945,54d36aacd738001fcb7487716821e161,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724809461+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724809559+00:00,17968018160785945,b9201f0b64f3b0680c1f9dcf0d138397,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724808669+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724809317+00:00,17968017044785945,7088f8d14cd8e68ab4af87eff1f3fb0f,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724808012+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724809861+00:00,17968016126785945,631ac2e708f8a609802ff2bf23feb098,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724784062+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724824372+00:00,17967986720785945,ad0afaed19098e89fc5e8c43281a86ae,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724592265+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724834914+00:00,17967684164785945,26cedd455667441fb393c62cd4fcea25,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724234735+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724235291+00:00,17967131819785945,bc08eb39dbfd3db03923d2be9fc3aab1,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.724150078+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,True,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.726675592+00:00,17966999372785945,dfccfde9bae10b9f2b42b07c53d7fb2f,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.722875765+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,True,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,True,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.736487171+00:00,17965054496785945,6fc883fd2ffe11f680f7d0b0b6ed8851,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.722781635+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.723168706+00:00,17964910619785945,8ada98f3e8228ffcca455201c2d787ad,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.721994933+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724812995+00:00,17963735249785945,e1965801ca0834751d417cf256fac033,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,True,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.736487171+00:00,17962036913785945,995363e674b0e6f76f4f135ca04f90b9,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,True,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.736487171+00:00,17962036910785945,2289c91bae56724a41245b74cec7b4d4,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.725695891+00:00,17962036907785945,de0b1548769831f5d59fc051ab82feda,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036904785945,fdc16d1948b762254403f8ff3c6b0542,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036901785945,42a38cf0d9f92cd833e610811517dccd,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036898785945,b996fad24e6719b06d6162b3b7fa3c0f,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036892785945,eb69f39120b92ede43618902c8e57c5d,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036889785945,9fe03f516c616aa7606619ac91163d4f,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,True,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.726485671+00:00,17962036886785945,30652a19198530e54a66a70a45012984,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036883785945,5ac04032ceeae4acf8f2307b5a4195ca,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925836+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925836+00:00,17962036880785945,1ff36c57a942b535c5f71f86ac5f0ad1,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925835+00:00,17962036877785945,16758a5bf59f92bada840fe06da0208f,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925835+00:00,17962036874785945,22f344af1f4429d102b0e54923ed00e0,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925835+00:00,17962036871785945,7dd3fef57cdc5b1266f3dfefdaa4094e,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724817111+00:00,17962036868785945,120253a44e9de2dc05240dfd7aada505,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.725158458+00:00,17962036865785945,5f3fc6144ffd7c9d9b93a115bca8b088,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925835+00:00,17962036862785945,bb8943eaec181ad69e20aec88fbf01ea,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,True,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.736487171+00:00,17962036859785945,5c3e97ac03885d74ce03a00556e7e5d8,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925835+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925835+00:00,17962036856785945,4e965658628a1978f9ae2bc04ba23694,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,True,Is chat with a creator?,True,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.736487171+00:00,17962036850785945,d69331807f7e21d455526f83679688f0,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036847785945,cee258e5206f9f0b7ce0b2203066d467,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724812063+00:00,17962036844785945,9ba0a6d1d11ed2a1ab4f4af4017227fa,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036841785945,fbe9171f37693bf20af76a5243231929,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724826066+00:00,17962036838785945,5a62a3476505a27a2479b0b34cd8a8b1,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036835785945,bcf5f84ad4f21322f4c62b11b389a929,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036832785945,6fe2cddf36ec17b5952a4906d94e18b1,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724813191+00:00,17962036829785945,e132f37a1b5e46f2a2b01439d4c6f255,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036826785945,6b5aeb133d36d3759f9eaac72366dd38,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.725686860+00:00,17962036823785945,e0c6b19eac7369cf349d4abd999178cb,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036820785945,484525d3a70b9b9b545d8e56e2c6cd68,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.725563220+00:00,17962036817785945,ccacbdfc6d19c6f81578df09e5a55892,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925834+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925834+00:00,17962036814785945,0edbaaae98e04b65a7482508275fc1c6,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925833+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.720925833+00:00,17962036811785945,30da9a2d175938dd3bbdc169ed4c1eca,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925833+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724863960+00:00,17962036808785945,931e1a941bfde822602e8d88ed38ea41,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925833+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724823858+00:00,17962036805785945,fb39627d742a0dcf4e2b618abe12b308,1970,1,1,3,0,1970,1,1,3,0
1970-01-01 00:00:01.720925833+00:00,Folder,Subfolder,Is chat with a brand?,False,Is chat with a verified account?,False,Is chat with a creator?,False,Is chat with a subscriber?,False,Is chat with a follower?,False,Is chat unanswered?,False,Is chat unread?,False,Labels,Has creator AI replied?,False,Is last message a story reply?,False,Is there at least one unread message?,False,Update time,1970-01-01 00:00:01.724809962+00:00,17962036802785945,c82f54ada508ee633e1e819145a0618c,1970,1,1,3,0,1970,1,1,3,0
